product_url,product_brand,product_name,gender,heel_type,occasion,type,product_price,currency_symbol,product_sizes,size_country,product_colors
https://www.metroshoes.com/davinchi-75-1157-camel-formal-sandals.html,Davinchi,Brown Formal Sandals,women,Stilettos,Formal,Sandals,3690.0,Rs,"3,4,5,6,7,8",UK,"black,purple,camel"
https://www.metroshoes.com/metro-41-3273-brown-casual-slides.html,Metro,Brown Casual Slides,Women,Block,Casual,Slides,1690.0,Rs,"3,4,5,6,7,8",UK,"black,brown,beige,maroon"
https://www.metroshoes.com/metro-41-4184-blue-casual-slippers.html,Metro,Blue Casual Slippers,Women,Flats,Casual,Slippers,2490.0,Rs,"3,4,5,6,7,8",UK,"black,green,blue"
https://www.metroshoes.com/metro-44-7-black-multi-casual-slippers.html,Metro,Black Casual Slippers,Women,Wedges,Casual,Slippers,2290.0,Rs,"3,4,5,6,7,8",UK,"antique,black"
https://www.metroshoes.com/metro-19-6460-black-formal-moccasin.html,Metro,Black Formal Moccasin,Men,Regular,Formal,Moccasin,3990.0,Rs,"6,7,8,9,10,11",UK,"black,brown"
https://www.metroshoes.com/metro-32-69-peach-casual-slippers.html,Metro,Pink Casual Slippers,Women,Flats,Casual,Slippers,2690.0,Rs,"3,4,5,6,7,8",UK,"green,peach"
https://www.metroshoes.com/metro-31-1172-brown-casual-pumps.html,Metro,Brown Casual Pumps,Women,Wedges,Casual,Pumps,3290.0,Rs,"3,4,5,6,7,8",UK,"black,brown"
https://www.metroshoes.com/skechers-158-246020-navy-blue-casual-slippers.html,Skechers,Blue Casual Slippers,Men,Flats,Casual,Slippers,5999.0,Rs,"7,8,9,10,11",US,"black,navy,white"
https://www.metroshoes.com/fitflop-228-258-tan-casual-slippers.html,FitFlop,GRACIE-Leather Flip-Flops,Women,Flats,Casual,Slippers,5499.0,Rs,"3,4,5,6,7",UK,"black,tan"
https://www.metroshoes.com/metro-35-4779-black-ethnic-mojaris.html,Metro,Black Ethnic Mojaris,Women,Flats,Ethnic,Mojaris,3490.0,Rs,"3,4,5,6,7,8",UK,"black,antique,off"
https://www.metroshoes.com/metro-31-4958-black-casual-espadrilles.html,Metro,Black Casual Espadrilles,Women,Platform,Casual,Espadrilles,2490.0,Rs,"3,4,5,6,7,8",UK,"black,brown"
https://www.metroshoes.com/genx-71-29-black-formal-slip-ons.html,Genx,Black Formal Slip Ons,Men,Flats,Formal,Slip Ons,3490.0,Rs,"6,7,8,9,10,11",UK,"black,brown"
https://www.metroshoes.com/metro-40-9-black-casual-sandals.html,Metro,Black Casual Sandals,Women,Block,Casual,Sandals,2290.0,Rs,"3,4,5,6,7,8",UK,"black,peach"
https://www.metroshoes.com/metro-48-5428-black-casual-sneakers.html,Metro,Black Casual Sneakers,Boys,Flats,Casual,Sneakers,1290.0,Rs,"1,2,3,5,11,12,13",UK,"black,navy"
https://www.metroshoes.com/davinchi-14-282-black-formal-moccasin.html,Davinchi,Davinchi Black Formal Moccasin,Men,Regular,Formal,Moccasin,16990.0,Rs,"6,7,8,9,10,11",UK,black
https://www.metroshoes.com/metro-33-9762-black-casual-sandals.html,Metro,Black Casual Sandals,Women,Block,Casual,Sandals,1990.0,Rs,"3,4,5,6,7,8",UK,"black,blacksuede,peach"
https://www.metroshoes.com/davinchi-75-1140-beige-formal-ballerinas.html,Davinchi,Beige Formal Ballerinas,women,Flats,Formal,Ballerinas,3990.0,Rs,"3,4,5,6,7,8",UK,"black,beige,off"
https://www.metroshoes.com/ecco-339-622144-black-formal-moccasin.html,ecco,Black Formal Moccasin,Male,,Formal,Moccasin,12999.0,Rs,"40,41,42,43,44,45",EURO,black
https://www.metroshoes.com/fitflop-338-299-black-casual-slippers.html,FitFlop,SLING-Toe-Post Sandals,Men,Flats,Casual,Slippers,6999.0,Rs,"7,8,9,10,11",UK,"black,navy"
https://www.metroshoes.com/davinchi-14-237-tan-casual-loafers.html,Davinchi,Tan Casual Loafers,Men,Flats,Casual,Loafers,5990.0,Rs,"6,7,8,9,10,11",UK,"navy,tan,wine"
https://www.metroshoes.com/metro-57-40-black-party-sandals.html,Metro,Metro Black Party Sandals,Girls,Kitten,Party,Sandals,1490.0,Rs,"1,2,3,13,12-Jan",UK,"black,rose"
https://www.metroshoes.com/metro-40-13-black-party-sandals.html,Metro,Black Party Sandals,Women,Stilettos,Party,Sandals,3290.0,Rs,"3,4,5,6,7,8",UK,"black,antique"
https://www.metroshoes.com/davinchi-14-1488-black-formal-moccasin.html,Davinchi,Black Formal Moccasin,Men,Flats,Formal,Moccasin,5990.0,Rs,"6,7,8,9,10,11",UK,"black,brown"
https://www.metroshoes.com/metro-41-86-green-casual-slippers.html,Metro,Metro Green Casual Slippers,Women,Platform,Casual,Slippers,2490.0,Rs,"3,4,5,6,7,8",UK,"white,green,dark"
https://www.metroshoes.com/metro-32-1418-green-ethnic-slippers.html,Metro,Green Ethnic Slippers,Women,Flats,Ethnic,Slippers,1690.0,Rs,"3,4,5,6,7,8",UK,"grey,beige,green,yellow"
https://www.metroshoes.com/metro-57-4676-gun-metal-casual-sandals.html,Metro,Grey Casual Sandals,Girls,Platform,Casual,Sandals,1290.0,Rs,"1,2,3,12,13",UK,gun
https://www.metroshoes.com/metro-32-812-blue-casual-slippers.html,Metro,Blue Casual Slippers,Women,Wedges,Casual,Slippers,2690.0,Rs,"3,4,5,6,7,8",UK,"tan,blue"
https://www.metroshoes.com/metro-35-4357-antique-gold-ethnic-slip-ons.html,Metro,Yellow Ethnic Slip Ons,Women,Flats,Ethnic,Slip Ons,2290.0,Rs,"3,4,5,6,7,8",UK,"chiku,antique,gun"
https://www.metroshoes.com/metro-71-8572-black-casual-sneakers.html,Metro,Black Casual Sneakers,Men,Flats,Casual,Sneakers,3990.0,Rs,"6,7,8,9,10,11",UK,"black,grey"
https://www.metroshoes.com/activ-328-1128-black-casual-slippers.html,Activ,Black Casual Slippers,Women,Flats,Casual,Slippers,1699.0,Rs,"3,4,5,6,7,8",UK,"black,navy,pink"
https://www.metroshoes.com/fitflop-338-309-black-casual-slippers.html,Fitflop,Black Casual Slippers,Men,Flats,Casual,Flats,8499.0,Rs,"7,8,9,10,11",UK,"tan,black"
https://www.metroshoes.com/metro-34-116-blue-casual-slip-ons.html,Metro,Blue Casual Slip Ons,Women,Platform,Casual,Slip Ons,3690.0,Rs,"3,4,5,6,7,8",UK,"beige,blue"
https://www.metroshoes.com/metro-41-4070-grey-casual-slip-ons.html,Metro,Grey Casual Slip Ons,Women,Flats,Casual,Slip Ons,1690.0,Rs,"3,4,5,6,7,8",UK,"grey,green"
https://www.metroshoes.com/princess-54-4783-gun-metal-party-sandals.html,Princess,Grey Party Sandals,Women,Block,Party,Sandals,3990.0,Rs,"3,4,5,6,7,8",UK,"gun,rose"
https://www.metroshoes.com/metro-34-9997-light-blue-casual-slip-ons.html,Metro,Metro Light-Blue Casual Slip Ons,Women,Platform,Casual,Slip Ons,2690.0,Rs,"3,4,5,6,7,8",UK,"beige,antique,light,yellow"
https://www.metroshoes.com/metro-33-156-black-casual-sandals.html,Metro,Black Casual Sandals,Women,Kitten,Casual,Sandals,1690.0,Rs,"3,4,5,6,7,8",UK,"black,dark"
https://www.metroshoes.com/metro-40-2374-antique-gold-party-slip-ons.html,Metro,Yellow Party Slip Ons,Women,Block,Party,Slip Ons,2290.0,Rs,"3,4,5,6,7,8",UK,"gold,silver,antique"
https://www.metroshoes.com/metro-31-9966-white-formal-pumps.html,Metro,White Formal Pumps,Women,Block,Formal,Pumps,2290.0,Rs,"3,4,5,6,7,8",UK,"black,brown,grey,white"
https://www.metroshoes.com/metro-33-295-yellow-casual-sandals.html,Metro,Yellow Casual Sandals,Women,Flats,Casual,Sandals,1490.0,Rs,"3,4,5,6,7,8",UK,"black,white,chiku,pink,yellow"
https://www.metroshoes.com/activ-328-1132-black-casual-sneakers.html,Activ,Black Casual Sneakers,Women,Flats,Casual,Sneakers,1999.0,Rs,"3,4,5,6,7,8",UK,"black,purple,blue"
https://www.metroshoes.com/metro-35-2244-black-party-slippers.html,Metro,Black Party Slippers,Women,Block,Party,Slippers,1990.0,Rs,"3,4,5,6,7,8",UK,"black,antique,green"
https://www.metroshoes.com/metro-41-4162-tan-casual-slippers.html,Metro,Tan Casual Slippers,Women,Flats,Casual,Slippers,1690.0,Rs,"3,4,5,6,7,8",UK,"beige,tan"
https://www.metroshoes.com/metro-40-16-white-casual-sandals.html,Metro,White Casual Sandals,Women,Block,Casual,Sandals,2990.0,Rs,"3,4,5,6,7,8",UK,"white,peach"
https://www.metroshoes.com/metro-18-1413-tan-ethnic-sandals.html,Metro,Tan Ethnic Sandals,Men,Flats,Ethnic,Sandals,3990.0,Rs,"6,7,8,9,10,11",UK,"brown,tan"
https://www.metroshoes.com/metro-33-3200-peach-casual-sandals.html,Metro,Pink Casual Sandals,Women,Flats,Casual,Sandals,3490.0,Rs,"3,4,5,6,7,8",UK,"black,peach"
https://www.metroshoes.com/metro-31-72-peach-casual-loafers.html,Metro,Pink Casual Loafers,Women,Flats,Casual,Loafers,2690.0,Rs,"3,4,5,6,7,8",UK,"grey,blue,peach"
https://www.metroshoes.com/metro-32-324-black-casual-slippers.html,Metro,Metro Black Casual Slippers,Women,Flats,Casual,Slippers,1990.0,Rs,"3,4,5,6,7,8",UK,black
